Temporal_Rep,Plant_ID,Cluster_ID,Treatment,Movement,Fertilization,Host_Variation,Host_Species,ILN,LLL,FPLD_1,FPLD_2,FPLD_3,FPLD_4,FPLD_5,FPLD_6,FPLD_7,FPLD_8,FPLD_9,Total_FPLD,Mean_PLD,FSN,ISMM,ISM,FSMM,FSM,RGR,Notes
3,A79,A80_A85,MY_FY_HN,Y,Y,N,K,6,11.5,2,8,2,2.0,5.0,0.0,NA,NA,NA,19,3.166666667,NA,0.28399,0.04733166667,0.127258,0.0254516,-0.3102004738,NA
3,A85,A86_A91,MY_FY_HN,Y,Y,N,K,6,12.1,3,8,0,1.0,12.0,0.0,NA,NA,NA,24,4,NA,0.27092,0.04515333333,0.5572,0.11144,0.4517111122,NA
3,A91,NA,MN_FY_HY,N,Y,N,K,6,11.1,1,7,3,2.0,0.0,0.0,NA,NA,NA,13,2.166666667,NA,NA,0.0523,NA,0.08799,0.2601134003,NA
3,A92,NA,MN_FY_HY,N,Y,N,K,6,12.1,20,0,0,6.0,0.0,0.0,NA,NA,NA,26,4.333333333,NA,NA,0.04516,NA,0.09917,0.393311905,NA
3,A93,NA,MN_FY_HY,N,Y,N,K,6,12,25,0,12,0.0,0.0,1.0,NA,NA,NA,38,6.333333333,NA,NA,0.04976,NA,0.13213,0.488287419,NA
3,A94,NA,MN_FY_HY,N,Y,N,K,6,12.5,2,2,6,13.0,1.0,1.0,NA,NA,NA,25,4.166666667,NA,NA,0.04798,NA,0.16647,0.6220154278,NA
3,A95,NA,MN_FY_HY,N,Y,N,K,5,10.8,8,3,9,0.0,0.0,NA,NA,NA,NA,20,4,NA,NA,0.03955,NA,0.13178,0.6017840856,NA
3,A96,NA,MN_FY_HY,N,Y,N,K,5,9.5,0,4,0,3.0,6.0,NA,NA,NA,NA,13,2.6,NA,NA,0.0457,NA,0.0992,0.3875198582,NA
3,A97,NA,MN_FY_HY,N,Y,N,K,6,9.7,30,4,18,2.0,3.0,2.0,NA,NA,NA,59,9.833333333,NA,NA,0.04217,NA,NA,NA,2 spods were found on the bag
3,A98,NA,MN_FY_HY,N,Y,N,K,5,10.2,2,4,1,0.0,0.0,NA,NA,NA,NA,7,1.4,NA,NA,0.04067,NA,0.06022,0.1962569016,NA
3,A99,NA,MN_FY_HY,N,Y,N,K,7,14.5,0,0,0,0.0,0.0,4.0,0.0,NA,NA,4,0.5714285714,NA,NA,0.05092,NA,NA,NA,no spod found
3,A100,NA,MN_FY_HY,N,Y,Y,M,5,13,25,35,10,0.0,0.0,0.0,NA,NA,NA,70,14,NA,NA,0.03163,NA,0.08859,0.5149564736,NA
3,A101,NA,MN_FY_HY,N,Y,Y,M,7,17.5,15,30,10,0.0,2.0,0.0,0.0,NA,NA,57,8.142857143,NA,NA,0.05249,NA,0.13787,0.4828442685,NA
3,A102,NA,MN_FY_HY,N,Y,Y,M,3,7.2,6,6,1,NA,NA,NA,NA,NA,NA,13,4.333333333,NA,NA,0.0438,NA,0.05746,0.1357276181,NA
3,A103,NA,MN_FY_HY,N,Y,Y,M,5,10,15,10,3,4.0,3.0,NA,NA,NA,NA,35,7,NA,NA,0.05088,NA,0.09229,0.2977329371,NA
3,A104,NA,MN_FY_HY,N,Y,Y,M,5,13.7,15,0,9,1.0,0.0,NA,NA,NA,NA,25,5,NA,NA,0.04898,NA,0.08464,0.2734974583,NA
3,A105,NA,MN_FY_HY,N,Y,Y,M,6,14.5,30,45,3,1.0,1.0,0.0,NA,NA,NA,80,13.33333333,NA,NA,0.05308,NA,0.12966,0.4465577151,NA
3,A106,NA,MN_FY_HY,N,Y,Y,M,6,13,65,30,6,1.0,0.0,1.0,NA,NA,NA,103,17.16666667,NA,NA,0.04304,NA,0.12355,0.5272580083,NA
